Insurance	HaveEmail	HaveFitbit	Gdr_Cd	AgeBand	MbrCnt	Age	Female	HasEmail	HasFitbit	IP Admit	ER Visit	PMPM	Med	Ip	Op	Dr	Er	Rx	Charlson	AIDS_HIV	AMI	Angina	Cancer	CEVD	CHF	COPD	Dementia	Diabetes	HTN	Liver	Paralysis	PVD	Renal_Failure	Rheumatic	Ulcers	Depression	Skin
NULL	Yes	Yes	M	NULL	207668	47.304904	0.000000	1.000000	1.000000	0.035205	0.117297	475.244679	408.746478	103.340872	167.178066	118.226203	20.001335	66.498201	0.717529	0.003442	0.007194	0.042466	0.027158	0.013401	0.012259	0.053888	0.001256	0.084105	0.241183	0.022386	0.001333	0.015649	0.013950	0.005070	0.002426	0.042399	0.009582
NULL	Yes	NULL	M	NULL	2545616	47.045725	0.000000	1.000000	0.081578	0.039286	0.139559	462.279463	394.631414	108.723232	154.938908	107.880327	23.088946	67.648049	0.726280	0.005035	0.006835	0.039169	0.026443	0.014081	0.012832	0.052522	0.001658	0.087541	0.229877	0.022400	0.001629	0.016700	0.015782	0.005364	0.002619	0.042608	0.010349
UHC-FI	No	NULL	F	NULL	495501	41.595088	1.000000	0.000000	0.000000	0.054908	0.207789	405.566620	349.315324	92.103952	126.779236	96.915590	33.516545	56.251296	0.479461	0.000403	0.001848	0.009874	0.019142	0.008258	0.005132	0.059352	0.000823	0.047299	0.125955	0.015822	0.001069	0.007376	0.006165	0.009265	0.002407	0.065450	0.008339
UHC-FI	Yes	NULL	F	NULL	711088	44.502813	1.000000	1.000000	0.122208	0.064602	0.198858	639.573467	499.002058	125.529204	194.330359	145.261383	33.881110	140.571408	0.687242	0.000630	0.002434	0.013835	0.031328	0.010700	0.006466	0.078261	0.000627	0.065820	0.179960	0.022488	0.001257	0.009343	0.009215	0.017885	0.002954	0.095837	0.010177
UHC-FI	NULL	NULL	F	NULL	1206589	43.308719	1.000000	0.589337	0.072022	0.060621	0.202526	543.475602	437.531311	111.802703	166.589638	125.407573	33.731396	105.944290	0.601914	0.000537	0.002193	0.012208	0.026323	0.009697	0.005918	0.070496	0.000707	0.058214	0.157782	0.019750	0.001180	0.008535	0.007962	0.014345	0.002730	0.083358	0.009422
UHC-FI	No	NULL	M	NULL	584847	40.809869	0.000000	0.000000	0.000000	0.026858	0.154578	281.525060	236.079121	71.064994	85.626965	55.753894	23.633265	45.445938	0.438547	0.001403	0.004366	0.020548	0.012221	0.007805	0.007841	0.039907	0.000564	0.054961	0.145099	0.013947	0.001029	0.009286	0.008056	0.002518	0.001879	0.028722	0.008479
UHC-FI	Yes	NULL	M	NULL	702613	45.529080	0.000000	1.000000	0.073723	0.039168	0.147100	538.162893	398.875256	118.215522	154.399067	101.662654	24.598011	139.287636	0.724219	0.004927	0.007097	0.038507	0.024098	0.012489	0.011882	0.053363	0.000563	0.088814	0.236043	0.023421	0.001474	0.014851	0.014159	0.005633	0.002549	0.045130	0.010711
UHC-FI	NULL	NULL	M	NULL	1287460	43.385312	0.000000	0.545735	0.040233	0.033576	0.150497	421.581510	324.922798	96.796725	123.158363	80.807947	24.159762	96.658711	0.594448	0.003326	0.005857	0.030349	0.018703	0.010361	0.010046	0.047251	0.000563	0.073436	0.194730	0.019117	0.001272	0.012323	0.011387	0.004218	0.002244	0.037676	0.009697
Uni-ASO	No	NULL	F	NULL	1635093	45.520218	1.000000	0.000000	0.000000	0.060539	0.208774	380.598118	368.339820	95.068986	135.140338	105.542004	32.588490	12.258297	0.572312	0.000411	0.002999	0.016802	0.023506	0.014145	0.010484	0.063046	0.005427	0.053948	0.149201	0.015541	0.001626	0.014389	0.012018	0.011871	0.002761	0.067631	0.009034
Uni-ASO	Yes	NULL	F	NULL	1688449	46.996644	1.000000	1.000000	0.124712	0.071097	0.203824	594.701961	552.297174	137.452725	211.970114	167.015726	35.858608	42.404786	0.708597	0.000652	0.002838	0.016062	0.033311	0.013538	0.008618	0.077835	0.002631	0.067614	0.185573	0.022277	0.001541	0.012339	0.011220	0.017452	0.003418	0.088631	0.010186
Uni-ASO	NULL	NULL	F	NULL	3323542	46.270282	1.000000	0.508026	0.063357	0.065903	0.206259	489.368646	461.795119	116.601069	174.171937	136.772313	34.249798	27.573527	0.641548	0.000533	0.002917	0.016426	0.028487	0.013837	0.009536	0.070559	0.004007	0.060891	0.167679	0.018963	0.001583	0.013348	0.011612	0.014706	0.003095	0.078300	0.009619
Uni-ASO	No	NULL	M	NULL	1410869	43.020936	0.000000	0.000000	0.000000	0.036286	0.152732	284.742443	274.043175	78.780255	104.419342	68.152452	22.691124	10.699268	0.537487	0.002205	0.005755	0.031394	0.019366	0.013318	0.013512	0.044188	0.003366	0.062788	0.156451	0.013987	0.001790	0.016366	0.014650	0.003643	0.002092	0.034763	0.008830
Uni-ASO	Yes	NULL	M	NULL	1843003	47.623920	0.000000	1.000000	0.084573	0.039332	0.136683	433.350219	393.013523	105.104461	155.144712	110.250707	22.513640	40.336696	0.727066	0.005076	0.006735	0.039422	0.027337	0.014687	0.013194	0.052202	0.002076	0.087056	0.227526	0.022010	0.001689	0.017405	0.016400	0.005261	0.002646	0.041647	0.010212
Uni-ASO	NULL	NULL	M	NULL	3253872	45.628080	0.000000	0.566403	0.047902	0.038011	0.143642	368.914339	341.428342	93.690365	133.150346	91.997032	22.590597	27.485997	0.644865	0.003831	0.006310	0.035941	0.023881	0.014094	0.013332	0.048727	0.002635	0.076534	0.196708	0.018532	0.001733	0.016955	0.015641	0.004560	0.002406	0.038662	0.009612
UHC-FI	No	No	NULL	NULL	1080348	41.170010	0.458649	0.000000	0.000000	0.039723	0.178983	338.416651	288.014841	80.714500	104.501431	74.632683	28.166226	50.401809	0.457312	0.000945	0.003211	0.015653	0.015395	0.008013	0.006598	0.048825	0.000683	0.051447	0.136319	0.014807	0.001047	0.008410	0.007189	0.005613	0.002121	0.045567	0.008414
Uni-ASO	No	No	NULL	NULL	3045962	44.362567	0.536806	0.000000	0.000000	0.049305	0.182815	336.198417	324.662252	87.524156	120.910580	88.223416	28.004097	11.536165	0.556181	0.001242	0.004276	0.023561	0.021588	0.013762	0.011887	0.054311	0.004472	0.058042	0.152560	0.014821	0.001702	0.015305	0.013237	0.008060	0.002451	0.052407	0.008939
NULL	No	No	NULL	NULL	4126310	43.526694	0.516343	0.000000	0.000000	0.046796	0.181812	336.779194	315.067249	85.741256	116.614347	84.665099	28.046546	21.711945	0.530295	0.001164	0.003997	0.021490	0.019967	0.012257	0.010502	0.052875	0.003480	0.056315	0.148307	0.014817	0.001531	0.013499	0.011653	0.007419	0.002365	0.050616	0.008802
UHC-FI	Yes	No	NULL	NULL	1275001	45.058802	0.489558	1.000000	0.000000	0.052330	0.176964	588.537057	448.951565	122.708656	174.045318	122.325758	29.871831	139.585491	0.710747	0.002897	0.004853	0.026371	0.027643	0.011757	0.009294	0.065476	0.000596	0.078741	0.209555	0.023196	0.001406	0.012265	0.011920	0.011707	0.002789	0.069828	0.010574
Uni-ASO	Yes	No	NULL	NULL	3165013	47.387265	0.466942	1.000000	0.000000	0.055129	0.172481	509.234593	467.829825	121.819268	180.984831	135.592830	29.432894	41.404767	0.723111	0.003113	0.004944	0.028579	0.030081	0.014405	0.011281	0.064067	0.002435	0.078958	0.208463	0.022260	0.001677	0.015328	0.014299	0.011032	0.003039	0.063636	0.010319
NULL	Yes	No	NULL	NULL	4440014	46.718620	0.473436	1.000000	0.000000	0.054325	0.173768	532.007206	462.408716	122.074666	178.992070	131.783038	29.558940	69.598490	0.719560	0.003051	0.004918	0.027945	0.029380	0.013645	0.010710	0.064472	0.001907	0.078895	0.208777	0.022529	0.001599	0.014449	0.013616	0.011226	0.002967	0.065414	0.010392
UHC-FI	Yes	Yes	NULL	NULL	138700	44.590648	0.626539	1.000000	1.000000	0.048572	0.137930	595.010274	451.879026	114.408178	178.520721	135.239107	23.711018	143.131247	0.658489	0.001557	0.003821	0.023576	0.028579	0.010043	0.007909	0.069661	0.000591	0.063525	0.192004	0.020699	0.000987	0.010382	0.009394	0.012609	0.002422	0.078053	0.009228
Uni-ASO	Yes	Yes	NULL	NULL	366439	46.777646	0.574638	1.000000	1.000000	0.049246	0.136860	521.384403	480.743685	109.786854	193.793658	152.922727	24.240445	40.640717	0.676123	0.001642	0.004246	0.025433	0.031164	0.011830	0.008634	0.067828	0.001533	0.067421	0.198868	0.021081	0.001107	0.012004	0.010681	0.011589	0.002808	0.068210	0.009172
NULL	Yes	Yes	NULL	NULL	505139	46.177145	0.588889	1.000000	1.000000	0.049061	0.137154	541.600439	472.818088	111.055768	189.600047	148.067196	24.095076	68.782350	0.671281	0.001619	0.004129	0.024923	0.030454	0.011339	0.008435	0.068331	0.001274	0.066352	0.196983	0.020976	0.001074	0.011559	0.010327	0.011870	0.002702	0.070913	0.009187
