Insurance	HaveEmail	HaveFitbit	Gdr_Cd	AgeBand	MbrCnt	Age	Female	HasEmail	HasFitbit	IP Admit	ER Visit	PMPM	Med	Ip	Op	Dr	Er	Rx	Charlson	AIDS_HIV	AMI	Angina	Cancer	CEVD	CHF	COPD	Dementia	Diabetes	HTN	Liver	Paralysis	PVD	Renal_Failure	Rheumatic	Ulcers	Depression	Skin
Other	No	No	F	18-44	541506	30.369580	1.000000	0.000000	0.000000	0.049197	0.180792	268.860288	245.606336	70.607961	78.508278	66.167901	30.322194	23.253951	0.192422	0.000260	0.000299	0.001213	0.004845	0.001929	0.001095	0.038496	0.000105	0.012705	0.027763	0.006369	0.000655	0.001403	0.001168	0.004064	0.001133	0.053325	0.005630
UHC-FI	No	No	F	18-44	275671	30.829833	1.000000	0.000000	0.000000	0.066227	0.225355	331.412406	294.115937	87.358909	92.651826	77.648118	36.457082	37.296468	0.240072	0.000275	0.000362	0.001316	0.006119	0.002423	0.001291	0.046573	0.000141	0.015888	0.036409	0.008412	0.000772	0.001621	0.001385	0.004795	0.001454	0.065654	0.007178
Uni-ASO	No	No	F	18-44	813204	30.027295	1.000000	0.000000	0.000000	0.065118	0.232781	340.613421	331.856886	94.249411	105.680248	91.029803	40.897422	8.756535	0.250879	0.000355	0.000332	0.001422	0.006104	0.002361	0.001400	0.048729	0.000100	0.016805	0.037277	0.008149	0.000889	0.001760	0.001704	0.005414	0.001430	0.070527	0.007203
NULL	No	No	F	18-44	1630381	30.276676	1.000000	0.000000	0.000000	0.060018	0.214258	315.225978	296.828708	85.232194	94.452601	80.509678	36.634233	18.397269	0.229636	0.000310	0.000326	0.001335	0.005688	0.002228	0.001280	0.044966	0.000109	0.015288	0.033970	0.007602	0.000791	0.001618	0.001472	0.004861	0.001335	0.063989	0.006676
Other	Yes	No	F	18-44	362094	33.985581	1.000000	1.000000	0.000000	0.089821	0.232348	560.403708	485.057334	138.674605	164.752769	140.128681	41.501278	75.346374	0.385024	0.000731	0.000560	0.002604	0.011900	0.004040	0.002162	0.065615	0.000132	0.029809	0.066830	0.013446	0.000916	0.003013	0.002836	0.010574	0.001900	0.093478	0.008754
UHC-FI	Yes	No	F	18-44	306216	33.557864	1.000000	1.000000	0.000000	0.081772	0.224994	491.388984	400.635816	114.237212	135.011670	112.866646	38.520286	90.753167	0.367079	0.000551	0.000574	0.002468	0.010900	0.003353	0.002001	0.062191	0.000107	0.027029	0.063896	0.012432	0.000881	0.002459	0.002831	0.009855	0.001796	0.094449	0.008771
Uni-ASO	Yes	No	F	18-44	657516	33.895899	1.000000	1.000000	0.000000	0.091965	0.243928	515.572785	487.796483	142.023724	160.239910	140.206578	45.326270	27.776301	0.364778	0.000634	0.000612	0.002389	0.010644	0.003599	0.002193	0.061105	0.000132	0.028029	0.065192	0.013029	0.000888	0.002726	0.002857	0.009587	0.002118	0.088922	0.008626
NULL	Yes	No	F	18-44	1325826	33.842318	1.000000	1.000000	0.000000	0.089026	0.236393	522.230930	466.917559	134.691411	155.645633	133.870806	42.709706	55.313370	0.370839	0.000641	0.000589	0.002466	0.011046	0.003663	0.002140	0.062588	0.000126	0.028285	0.065340	0.013005	0.000894	0.002743	0.002845	0.009919	0.001984	0.091443	0.008694
NULL	NULL	No	F	18-44	2956207	31.875827	1.000000	0.448488	0.000000	0.073028	0.224185	408.065399	373.111668	107.414104	121.896996	104.441551	39.359015	34.953730	0.292964	0.000459	0.000444	0.001842	0.008091	0.002871	0.001666	0.052869	0.000117	0.021117	0.048039	0.010025	0.000837	0.002122	0.002088	0.007129	0.001626	0.076302	0.007582
Other	Yes	Yes	F	18-44	56842	34.420534	1.000000	1.000000	1.000000	0.076967	0.173498	544.042755	459.301931	113.322644	164.445744	149.967859	31.565682	84.740823	0.391717	0.000193	0.000527	0.001812	0.012631	0.004204	0.002040	0.075630	0.000105	0.026564	0.066148	0.012138	0.000668	0.002568	0.002709	0.010837	0.001794	0.101351	0.008286
UHC-FI	Yes	Yes	F	18-44	45791	33.935118	1.000000	1.000000	1.000000	0.072241	0.155292	498.308351	391.981904	110.412794	134.897397	119.890013	26.781699	106.326447	0.368860	0.000218	0.000480	0.001768	0.011727	0.002991	0.001768	0.067873	0.000109	0.022908	0.063353	0.012120	0.000698	0.002489	0.002838	0.010285	0.001572	0.100696	0.007534
Uni-ASO	Yes	Yes	F	18-44	98693	34.524211	1.000000	1.000000	1.000000	0.080917	0.168704	501.682214	471.059684	125.693673	163.776049	149.812269	31.777690	30.622530	0.371145	0.000354	0.000395	0.002087	0.011875	0.002908	0.001945	0.068930	0.000151	0.025300	0.064249	0.012635	0.000658	0.002543	0.002624	0.009585	0.002087	0.094677	0.008065
NULL	Yes	Yes	F	18-44	201326	34.360951	1.000000	1.000000	1.000000	0.077828	0.167007	512.874833	449.754016	118.725270	157.396766	143.050470	30.581509	63.120816	0.376434	0.000278	0.000452	0.001937	0.012055	0.003293	0.001932	0.070582	0.000129	0.025113	0.064581	0.012377	0.000670	0.002538	0.002697	0.010098	0.001887	0.097930	0.008006
NULL	NULL	Yes	F	18-44	201326	34.360951	1.000000	1.000000	1.000000	0.077828	0.167007	512.874833	449.754016	118.725270	157.396766	143.050470	30.581509	63.120816	0.376434	0.000278	0.000452	0.001937	0.012055	0.003293	0.001932	0.070582	0.000129	0.025113	0.064581	0.012377	0.000670	0.002538	0.002697	0.010098	0.001887	0.097930	0.008006
NULL	NULL	NULL	F	18-44	3157533	32.034280	1.000000	0.483653	0.063760	0.073334	0.220539	414.748105	377.998426	108.135310	124.160481	106.903277	38.799357	36.749679	0.298286	0.000447	0.000444	0.001848	0.008344	0.002898	0.001683	0.053998	0.000117	0.021372	0.049094	0.010175	0.000827	0.002149	0.002127	0.007319	0.001643	0.077681	0.007609
Other	No	No	M	18-44	575160	30.156474	0.000000	0.000000	0.000000	0.013582	0.119182	143.942056	128.017814	28.808468	47.238345	33.567186	18.403814	15.924241	0.152515	0.000886	0.000469	0.001627	0.002460	0.001491	0.001173	0.025113	0.000059	0.012354	0.035765	0.005784	0.000685	0.001328	0.001514	0.000869	0.000820	0.027660	0.005282
UHC-FI	No	No	M	18-44	338960	30.422108	0.000000	0.000000	0.000000	0.015084	0.154625	166.255348	140.622573	32.515597	48.922203	35.802683	23.382088	25.632774	0.189904	0.001079	0.000649	0.002118	0.002814	0.001672	0.001584	0.031083	0.000088	0.015494	0.047442	0.007800	0.000584	0.001510	0.001787	0.000961	0.001050	0.030844	0.007254
Uni-ASO	No	No	M	18-44	777239	28.874387	0.000000	0.000000	0.000000	0.017393	0.150431	182.440843	175.880449	39.744053	65.923963	45.446996	24.765435	6.560393	0.200074	0.001694	0.000649	0.001976	0.003059	0.001682	0.001713	0.032569	0.000113	0.016079	0.043828	0.007365	0.000944	0.001609	0.002135	0.001137	0.000994	0.037598	0.006910
NULL	No	No	M	18-44	1691359	29.620545	0.000000	0.000000	0.000000	0.015634	0.140645	166.105341	152.538460	34.576688	56.162501	39.474386	22.324883	13.566880	0.181863	0.001296	0.000588	0.001886	0.002806	0.001615	0.001504	0.029735	0.000089	0.014695	0.041810	0.006915	0.000783	0.001494	0.001854	0.001011	0.000946	0.032865	0.006425
Other	Yes	No	M	18-44	354912	34.670656	0.000000	1.000000	0.000000	0.018869	0.144032	312.719644	244.723843	49.418341	94.608082	75.996275	24.701144	67.995801	0.351495	0.003924	0.001248	0.004756	0.006390	0.003057	0.002921	0.042962	0.000087	0.033974	0.095240	0.015231	0.000870	0.003085	0.003899	0.002406	0.001651	0.046896	0.009126
UHC-FI	Yes	No	M	18-44	308478	34.425103	0.000000	1.000000	0.000000	0.019738	0.144778	300.272083	216.487924	50.461370	80.640914	61.125354	24.260285	83.784157	0.337105	0.003857	0.001322	0.004431	0.006165	0.002642	0.002706	0.040207	0.000090	0.031655	0.090450	0.014312	0.000888	0.002713	0.003967	0.002564	0.001539	0.047873	0.008765
Uni-ASO	Yes	No	M	18-44	738118	34.591979	0.000000	1.000000	0.000000	0.017934	0.133958	263.703441	237.360329	49.823165	91.235804	72.265770	24.035588	26.343111	0.324278	0.004569	0.001058	0.003827	0.005722	0.002689	0.002446	0.039241	0.000093	0.030859	0.085121	0.014034	0.000818	0.002717	0.003976	0.002206	0.001475	0.042479	0.008107
NULL	Yes	No	M	18-44	1401508	34.575173	0.000000	1.000000	0.000000	0.018568	0.138891	284.165015	234.630927	49.861121	89.757804	70.758413	24.253587	49.534087	0.333994	0.004249	0.001164	0.004195	0.005989	0.002772	0.002624	0.040396	0.000091	0.031823	0.088857	0.014398	0.000846	0.002809	0.003955	0.002336	0.001534	0.044785	0.008510
NULL	NULL	No	M	18-44	3092867	31.865695	0.000000	0.453142	0.000000	0.016964	0.139850	219.603140	189.738007	41.502707	71.385945	53.650493	23.198860	29.865133	0.250800	0.002634	0.000849	0.002932	0.004248	0.002139	0.002011	0.034566	0.000090	0.022457	0.063129	0.010306	0.000812	0.002090	0.002806	0.001611	0.001212	0.038266	0.007370
Other	Yes	Yes	M	18-44	30271	35.243236	0.000000	1.000000	1.000000	0.017409	0.113309	348.902121	271.930178	55.720678	110.719372	86.220260	19.269867	76.971942	0.374764	0.002576	0.001651	0.005450	0.007399	0.003336	0.003402	0.045984	0.000099	0.035975	0.106934	0.017706	0.000825	0.003633	0.004063	0.002213	0.001585	0.053979	0.007564
UHC-FI	Yes	Yes	M	18-44	23737	34.982895	0.000000	1.000000	1.000000	0.016219	0.109660	321.291779	227.968361	46.052729	93.293015	69.539419	19.083196	93.323417	0.362682	0.003328	0.001390	0.004086	0.006993	0.002317	0.003665	0.045835	0.000168	0.033618	0.101318	0.015587	0.000926	0.002569	0.004128	0.003075	0.001558	0.051859	0.008130
Uni-ASO	Yes	Yes	M	18-44	65726	35.400739	0.000000	1.000000	1.000000	0.015321	0.108039	262.927178	237.339176	41.069684	96.247497	80.588583	19.433410	25.588002	0.346324	0.002708	0.001338	0.004579	0.006633	0.003119	0.002845	0.044122	0.000091	0.034217	0.100082	0.015701	0.000745	0.003697	0.003925	0.002449	0.001475	0.043939	0.007470
NULL	Yes	Yes	M	18-44	119734	35.278083	0.000000	1.000000	1.000000	0.016027	0.109693	296.233908	244.226686	45.761608	99.320539	79.821904	19.322634	52.007221	0.356757	0.002797	0.001428	0.004702	0.006898	0.003015	0.003148	0.044932	0.000108	0.034543	0.102059	0.016185	0.000801	0.003457	0.004000	0.002513	0.001520	0.048048	0.007625
NULL	NULL	Yes	M	18-44	119734	35.278083	0.000000	1.000000	1.000000	0.016027	0.109693	296.233908	244.226686	45.761608	99.320539	79.821904	19.322634	52.007221	0.356757	0.002797	0.001428	0.004702	0.006898	0.003015	0.003148	0.044932	0.000108	0.034543	0.102059	0.016185	0.000801	0.003457	0.004000	0.002513	0.001520	0.048048	0.007625
NULL	NULL	NULL	M	18-44	3212601	31.992875	0.000000	0.473523	0.037270	0.016929	0.138726	222.459178	191.768806	41.661437	72.427070	54.625905	23.054393	30.690371	0.254749	0.002640	0.000870	0.002998	0.004347	0.002172	0.002054	0.034952	0.000091	0.022907	0.064580	0.010525	0.000812	0.002141	0.002850	0.001645	0.001224	0.038631	0.007379
NULL	NULL	NULL	NULL	18-44	6370134	32.013398	0.495677	0.478544	0.050400	0.044887	0.179279	317.772500	284.078665	74.611049	98.070165	80.538629	30.858819	33.693834	0.276329	0.001553	0.000659	0.002428	0.006328	0.002532	0.001870	0.044393	0.000104	0.022146	0.056904	0.010352	0.000819	0.002145	0.002492	0.004457	0.001431	0.057987	0.007493
Other	No	No	F	45-64	408272	54.555039	1.000000	0.000000	0.000000	0.031846	0.133153	394.236967	351.879844	85.025648	141.301840	103.160094	22.392261	42.357122	0.572051	0.000455	0.002723	0.013706	0.026724	0.010946	0.006747	0.055480	0.000565	0.064214	0.169208	0.018935	0.001246	0.009719	0.007953	0.012393	0.002564	0.051906	0.007147
UHC-FI	No	No	F	45-64	202868	53.887996	1.000000	0.000000	0.000000	0.036940	0.181812	480.478964	405.080121	91.876335	165.353599	117.820604	30.029581	75.398843	0.722837	0.000581	0.003174	0.016922	0.032666	0.012697	0.007822	0.072110	0.000571	0.080530	0.220295	0.024602	0.001266	0.011623	0.009341	0.014073	0.003440	0.065244	0.009538
Uni-ASO	No	No	F	45-64	579148	54.357666	1.000000	0.000000	0.000000	0.040716	0.172171	505.469558	490.517315	111.146954	203.074423	145.192509	31.103428	14.952242	0.754858	0.000595	0.003607	0.017731	0.034764	0.013614	0.008401	0.072770	0.000789	0.082203	0.225425	0.025074	0.001690	0.011964	0.010777	0.017591	0.003629	0.071886	0.009458
NULL	No	No	F	45-64	1190288	54.345317	1.000000	0.000000	0.000000	0.037030	0.160431	463.057180	428.402709	98.902867	175.457271	126.110117	27.932452	34.654471	0.686697	0.000545	0.003230	0.016212	0.031649	0.012543	0.007735	0.066727	0.000675	0.075748	0.205268	0.022888	0.001466	0.011135	0.009564	0.015208	0.003231	0.063901	0.008679
Other	Yes	No	F	45-64	394291	54.392971	1.000000	1.000000	0.000000	0.051441	0.190876	787.230512	648.747057	145.397594	269.241653	200.904798	33.203009	138.483454	1.009756	0.000991	0.004103	0.023099	0.049684	0.018034	0.010573	0.096385	0.000738	0.111435	0.288025	0.033703	0.001869	0.016097	0.014329	0.025940	0.004440	0.099880	0.011788
UHC-FI	Yes	No	F	45-64	294347	54.220834	1.000000	1.000000	0.000000	0.047586	0.186647	771.674371	588.851717	134.246665	250.031281	172.521857	32.051912	182.822653	0.969160	0.000835	0.003995	0.022239	0.048381	0.016072	0.009767	0.091072	0.000679	0.102406	0.282207	0.032747	0.001651	0.014326	0.013830	0.025259	0.004042	0.098176	0.011666
Uni-ASO	Yes	No	F	45-64	668842	54.357685	1.000000	1.000000	0.000000	0.050687	0.184027	719.672463	665.944364	147.564356	279.944630	203.980583	34.454793	53.728098	0.945159	0.000859	0.003739	0.020728	0.048281	0.016289	0.009574	0.089698	0.000746	0.099848	0.271397	0.031496	0.001933	0.014140	0.013485	0.023993	0.004392	0.094952	0.011313
NULL	Yes	No	F	45-64	1357480	54.338260	1.000000	1.000000	0.000000	0.050234	0.186584	750.570993	644.233007	144.047283	270.349651	196.265894	33.570177	106.337985	0.969126	0.000892	0.003900	0.021744	0.048710	0.016749	0.009906	0.091938	0.000729	0.103768	0.278571	0.032408	0.001853	0.014749	0.013805	0.024833	0.004330	0.097082	0.011527
NULL	NULL	No	F	45-64	2547768	54.341557	1.000000	0.532811	0.000000	0.044065	0.174366	616.247836	543.399566	122.956329	226.017019	163.489920	30.936297	72.848269	0.837179	0.000730	0.003587	0.019160	0.040739	0.014784	0.008892	0.080160	0.000704	0.090677	0.244325	0.027960	0.001672	0.013061	0.011824	0.020337	0.003817	0.081580	0.010197
Other	Yes	Yes	F	45-64	53167	53.954765	1.000000	1.000000	1.000000	0.037955	0.146463	738.950133	604.348175	109.415074	261.502006	207.312936	26.118157	134.601958	0.914147	0.000695	0.002915	0.019109	0.050820	0.014520	0.008050	0.095284	0.000620	0.087215	0.262192	0.030676	0.001053	0.012488	0.010814	0.023905	0.004288	0.096262	0.010532
UHC-FI	Yes	Yes	F	45-64	38806	53.901870	1.000000	1.000000	1.000000	0.035844	0.137916	720.603037	546.220289	109.149512	235.530445	177.924973	23.615357	174.382747	0.863526	0.000309	0.003195	0.019069	0.049193	0.013142	0.007266	0.088723	0.000669	0.078286	0.254934	0.026903	0.000953	0.012266	0.010153	0.024171	0.003221	0.093568	0.009740
Uni-ASO	Yes	Yes	F	45-64	97789	54.164149	1.000000	1.000000	1.000000	0.038163	0.137070	679.241054	627.588709	114.327761	274.194512	213.249151	25.817283	51.652344	0.864417	0.000419	0.003037	0.018979	0.051774	0.013764	0.007567	0.086768	0.000511	0.079978	0.251316	0.027988	0.001124	0.010931	0.010532	0.022701	0.003906	0.086686	0.010062
NULL	Yes	Yes	F	45-64	189762	54.051849	1.000000	1.000000	1.000000	0.037631	0.139875	704.428635	604.437539	111.892395	262.731625	204.362225	25.451291	99.991095	0.878168	0.000474	0.003035	0.019034	0.050979	0.013848	0.007641	0.089554	0.000574	0.081660	0.255103	0.028519	0.001069	0.011640	0.010534	0.023339	0.003873	0.090776	0.010128
NULL	NULL	Yes	F	45-64	189762	54.051849	1.000000	1.000000	1.000000	0.037631	0.139875	704.428635	604.437539	111.892395	262.731625	204.362225	25.451291	99.991095	0.878168	0.000474	0.003035	0.019034	0.050979	0.013848	0.007641	0.089554	0.000574	0.081660	0.255103	0.028519	0.001069	0.011640	0.010534	0.023339	0.003873	0.090776	0.010128
NULL	NULL	NULL	F	45-64	2737530	54.321475	1.000000	0.565196	0.069318	0.043619	0.171975	622.360413	547.630639	122.189392	228.562028	166.323134	30.556083	74.729774	0.840020	0.000712	0.003549	0.019151	0.041449	0.014719	0.008805	0.080811	0.000695	0.090052	0.245072	0.027999	0.001630	0.012962	0.011734	0.020545	0.003821	0.082218	0.010192
Other	No	No	M	45-64	393411	54.495024	0.000000	0.000000	0.000000	0.032452	0.108929	333.242124	294.243582	93.974042	111.907785	71.163795	17.197958	38.998541	0.585476	0.001731	0.006530	0.031414	0.018321	0.011235	0.011268	0.038570	0.000556	0.083678	0.206956	0.017566	0.001362	0.013540	0.012045	0.003924	0.002150	0.022627	0.007648
UHC-FI	No	No	M	45-64	226406	53.940315	0.000000	0.000000	0.000000	0.039097	0.150967	411.887986	344.299130	115.156477	127.146041	78.136866	23.859744	67.588856	0.717472	0.001908	0.008440	0.038567	0.020507	0.013458	0.013762	0.048898	0.000512	0.102435	0.263473	0.021823	0.001537	0.016245	0.013444	0.004337	0.002813	0.025648	0.009823
Uni-ASO	No	No	M	45-64	453645	54.306484	0.000000	0.000000	0.000000	0.044636	0.140343	449.355283	434.096769	135.368187	168.742174	105.756491	24.229916	15.258513	0.788423	0.003577	0.008771	0.041860	0.024543	0.015148	0.015289	0.050250	0.000740	0.110053	0.274295	0.023346	0.002083	0.017784	0.016709	0.005821	0.002896	0.033263	0.009853
NULL	No	No	M	45-64	1073462	54.298352	0.000000	0.000000	0.000000	0.039002	0.131071	398.898895	363.902849	115.934836	139.139926	87.253371	21.574714	34.996046	0.699081	0.002548	0.007880	0.037338	0.021412	0.013357	0.013493	0.045684	0.000625	0.098780	0.247334	0.020907	0.001703	0.015904	0.014311	0.004813	0.002605	0.027759	0.009038
Other	Yes	No	M	45-64	404989	54.284141	0.000000	1.000000	0.000000	0.052211	0.150115	695.954434	557.707132	165.855272	217.997950	148.210173	25.643735	138.247301	1.028450	0.005997	0.010197	0.056036	0.034749	0.018543	0.017044	0.064273	0.000674	0.140339	0.351962	0.031620	0.002061	0.022227	0.021015	0.008024	0.003434	0.046845	0.012541
UHC-FI	Yes	No	M	45-64	311076	54.160272	0.000000	1.000000	0.000000	0.052048	0.149754	703.954375	525.128076	166.590937	204.807826	128.424863	25.304447	178.826299	0.998339	0.006455	0.010849	0.057410	0.033506	0.017481	0.016973	0.061656	0.000504	0.133025	0.347394	0.031127	0.001867	0.021136	0.019615	0.007737	0.003227	0.043060	0.012154
Uni-ASO	Yes	No	M	45-64	763325	54.147211	0.000000	1.000000	0.000000	0.048372	0.135553	590.789076	540.797433	154.567023	215.855117	145.982862	24.392430	49.991642	0.941597	0.006733	0.009123	0.048947	0.032881	0.016188	0.014833	0.057590	0.000706	0.124513	0.322100	0.029266	0.002027	0.018879	0.018714	0.006879	0.003256	0.043339	0.011434
NULL	Yes	No	M	45-64	1479390	54.187442	0.000000	1.000000	0.000000	0.050196	0.142525	643.374142	542.131686	160.185533	214.118778	142.900622	24.926752	101.242455	0.977305	0.006473	0.009780	0.052667	0.033523	0.017105	0.015888	0.060274	0.000654	0.130635	0.335593	0.030302	0.002003	0.020270	0.019533	0.007373	0.003299	0.044240	0.011888
NULL	NULL	No	M	45-64	2552852	54.234079	0.000000	0.579504	0.000000	0.045489	0.137709	540.573476	467.187316	141.578327	182.590531	119.501220	23.517236	73.386159	0.860313	0.004823	0.008981	0.046221	0.028430	0.015529	0.014881	0.054139	0.000642	0.117240	0.298481	0.026351	0.001877	0.018434	0.017337	0.006296	0.003007	0.037310	0.010690
Other	Yes	Yes	M	45-64	35962	54.144040	0.000000	1.000000	1.000000	0.049441	0.134558	723.846254	582.534233	164.683168	234.006819	160.764434	23.079810	141.312020	1.022815	0.004198	0.011150	0.064985	0.037928	0.017268	0.016795	0.067015	0.000583	0.132945	0.363439	0.030893	0.001529	0.022440	0.019965	0.007174	0.003309	0.048773	0.010844
UHC-FI	Yes	Yes	M	45-64	25616	54.116216	0.000000	1.000000	1.000000	0.048797	0.128396	741.789524	555.224236	163.600712	224.206529	144.621776	22.795217	186.565288	0.972029	0.004255	0.011516	0.067731	0.035368	0.017137	0.017879	0.061172	0.000780	0.122150	0.353294	0.029707	0.001288	0.021158	0.017957	0.006948	0.002888	0.043215	0.011633
Uni-ASO	Yes	Yes	M	45-64	75909	54.053906	0.000000	1.000000	1.000000	0.042959	0.117877	588.921515	541.890316	142.591977	224.824417	153.039225	21.434694	47.031199	0.911696	0.004373	0.009985	0.055342	0.034304	0.015795	0.014306	0.058069	0.000461	0.115006	0.330421	0.027203	0.001567	0.018574	0.016598	0.006389	0.002885	0.041062	0.010670
NULL	Yes	Yes	M	45-64	137487	54.089092	0.000000	1.000000	1.000000	0.045742	0.124200	652.695038	555.005725	152.284552	227.111104	153.491578	22.118489	97.689313	0.952002	0.004305	0.010575	0.060172	0.035450	0.016430	0.015623	0.060987	0.000552	0.121029	0.343319	0.028635	0.001505	0.020067	0.017732	0.006698	0.002996	0.043480	0.010895
NULL	NULL	Yes	M	45-64	137487	54.089092	0.000000	1.000000	1.000000	0.045742	0.124200	652.695038	555.005725	152.284552	227.111104	153.491578	22.118489	97.689313	0.952002	0.004305	0.010575	0.060172	0.035450	0.016430	0.015623	0.060987	0.000552	0.121029	0.343319	0.028635	0.001505	0.020067	0.017732	0.006698	0.002996	0.043480	0.010895
NULL	NULL	NULL	M	45-64	2690339	54.226670	0.000000	0.600993	0.051103	0.045502	0.137018	546.303332	471.675186	142.125458	184.865709	121.238263	23.445755	74.628146	0.864999	0.004796	0.009062	0.046934	0.028789	0.015575	0.014919	0.054489	0.000637	0.117434	0.300772	0.026468	0.001858	0.018518	0.017358	0.006317	0.003007	0.037625	0.010700
NULL	NULL	NULL	NULL	45-64	5427869	54.274484	0.504347	0.582939	0.060290	0.044552	0.154649	584.662501	509.983098	132.070761	206.903821	143.976687	27.031828	74.679402	0.852401	0.002736	0.006282	0.032922	0.035174	0.015143	0.011836	0.067765	0.000666	0.103624	0.272680	0.027240	0.001743	0.015716	0.014521	0.013493	0.003417	0.060115	0.010444
Other	No	No	F	65+	638933	76.153034	1.000000	0.000000	0.000000	0.019321	0.043633	50.412021	44.960897	14.281060	15.690000	13.227219	1.762616	5.451124	0.255406	0.000051	0.002346	0.014449	0.011218	0.011265	0.009783	0.018709	0.006667	0.025456	0.070085	0.003710	0.000779	0.013106	0.010537	0.004263	0.001079	0.009972	0.002959
UHC-FI	No	No	F	65+	16962	69.529949	1.000000	0.000000	0.000000	0.085838	0.232991	714.778327	579.475521	171.943993	220.072076	160.028714	27.430736	135.302806	1.459261	0.000353	0.010140	0.064673	0.069036	0.049994	0.035373	0.114432	0.014915	0.160358	0.452953	0.031246	0.003537	0.050112	0.045867	0.024407	0.005541	0.064615	0.012852
Uni-ASO	No	No	F	65+	242741	76.337903	1.000000	0.000000	0.000000	0.092493	0.215674	216.623635	199.061518	59.454722	71.752505	59.558296	8.295993	17.562116	1.213610	0.000160	0.010488	0.066107	0.054943	0.054893	0.045884	0.087809	0.034341	0.110966	0.342298	0.017557	0.003946	0.062482	0.049530	0.019856	0.005153	0.047779	0.014155
NULL	No	No	F	65+	898636	76.077959	1.000000	0.000000	0.000000	0.040342	0.093679	107.849465	96.675914	29.459373	34.691461	28.513162	4.011915	11.173550	0.536961	0.000086	0.004692	0.029351	0.024121	0.023781	0.020018	0.039181	0.014298	0.051100	0.150843	0.007970	0.001687	0.027142	0.021737	0.008855	0.002264	0.021216	0.006170
Other	Yes	No	F	65+	181440	73.623726	1.000000	1.000000	0.000000	0.032148	0.072023	242.442449	197.968666	56.392144	75.521702	59.575238	6.479580	44.473783	0.537298	0.000143	0.003494	0.024840	0.029227	0.019119	0.011408	0.042124	0.004971	0.057060	0.153968	0.011568	0.001262	0.019571	0.016115	0.010703	0.002226	0.026432	0.005627
UHC-FI	Yes	No	F	65+	23624	68.077336	1.000000	1.000000	0.000000	0.086776	0.200177	1023.355942	760.962907	212.011786	306.348391	214.317736	28.284991	262.393034	1.584934	0.000465	0.009439	0.066457	0.086691	0.046647	0.029292	0.126777	0.007153	0.170123	0.488359	0.036869	0.002751	0.042245	0.042795	0.033609	0.006434	0.081188	0.015450
Uni-ASO	Yes	No	F	65+	151521	72.642993	1.000000	1.000000	0.000000	0.086073	0.188706	408.491670	351.596939	99.795923	133.677658	105.752272	12.371085	56.894730	1.240154	0.000184	0.009582	0.058605	0.065060	0.048844	0.035698	0.097201	0.023217	0.113944	0.351924	0.024471	0.003517	0.050626	0.041776	0.024042	0.005207	0.059853	0.013608
NULL	Yes	No	F	65+	356585	72.839538	1.000000	1.000000	0.000000	0.058681	0.130095	364.736557	300.547533	85.145295	115.525904	89.448696	10.427636	64.189023	0.905364	0.000182	0.006475	0.041945	0.048260	0.033574	0.022914	0.071135	0.012869	0.088722	0.260238	0.018727	0.002319	0.034269	0.028786	0.017889	0.003771	0.044261	0.009669
NULL	NULL	No	F	65+	1255221	75.157984	1.000000	0.284081	0.000000	0.045552	0.104024	180.826322	154.592059	45.278711	57.655027	45.823817	5.834503	26.234263	0.641617	0.000113	0.005199	0.032928	0.030978	0.026563	0.020840	0.048259	0.013892	0.061788	0.181920	0.011026	0.001866	0.029166	0.023740	0.011421	0.002692	0.027763	0.007164
Other	Yes	Yes	F	65+	14429	71.909765	1.000000	1.000000	1.000000	0.029246	0.061196	259.581697	210.165956	53.664526	80.473978	70.110988	5.916462	49.415740	0.536489	0.000069	0.003118	0.023771	0.032573	0.016771	0.009286	0.043731	0.004158	0.051562	0.163351	0.012682	0.000693	0.016217	0.011989	0.013999	0.002841	0.026682	0.005059
UHC-FI	Yes	Yes	F	65+	2304	67.631944	1.000000	1.000000	1.000000	0.061631	0.164062	965.404546	739.447148	202.174878	300.798437	214.097231	22.376600	225.957397	1.376736	0.000000	0.004340	0.062934	0.088541	0.044270	0.023871	0.110243	0.005642	0.120659	0.435763	0.032552	0.001736	0.037326	0.034722	0.026909	0.005208	0.073350	0.012586
Uni-ASO	Yes	Yes	F	65+	14088	70.751206	1.000000	1.000000	1.000000	0.064806	0.143952	422.310815	372.243963	91.960876	146.931165	121.816626	11.535295	50.066852	1.089579	0.000354	0.007098	0.052739	0.060973	0.039963	0.025908	0.087521	0.019449	0.097103	0.333830	0.020513	0.001277	0.042092	0.030309	0.021720	0.004542	0.055650	0.008446
NULL	Yes	Yes	F	65+	30821	71.060413	1.000000	1.000000	1.000000	0.047921	0.106712	386.726944	323.816351	82.271217	127.321141	104.508747	9.715244	62.910592	0.852113	0.000194	0.005029	0.039940	0.049738	0.029427	0.017974	0.068719	0.011258	0.077544	0.261639	0.017747	0.001038	0.029622	0.022062	0.018493	0.003796	0.043411	0.007170
NULL	NULL	Yes	F	65+	30821	71.060413	1.000000	1.000000	1.000000	0.047921	0.106712	386.726944	323.816351	82.271217	127.321141	104.508747	9.715244	62.910592	0.852113	0.000194	0.005029	0.039940	0.049738	0.029427	0.017974	0.068719	0.011258	0.077544	0.261639	0.017747	0.001038	0.029622	0.022062	0.018493	0.003796	0.043411	0.007170
